"Type","Category","Description","Location","Label","Code Unit"
"Analysis","RECOVERED CLASS","INDETERMINATE","00424370","~I_callable<__int64\,Mysql::Tools::Base::Message_data_const_&>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<__int64\,class_Mysql::Tools::Base::Message_data_const&>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00424380","~Instance_callback<__int64\,Mysql::Tools::Base::Message_data_const_&\,Mysql::Tools::Dump::Abstract_connection_provider::Message_handler_wrapper>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<__int64\,class_Mysql::Tools::Base::Message_data_const&>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004276e0","I_data_object","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_data_object::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00427750","~I_data_object","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_data_object::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00427cf0","~basic_stringbuf<char\,std::char_traits<char>\,std::allocator<char>_>","PUSH ESI"
"Analysis","RECOVERED CLASS","INDETERMINATE","0043b820","I_dump_task","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_dump_task::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0043c000","I_data_formatter_wrapper","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_data_formatter_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0042eb60","~I_data_formatter_wrapper","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_data_formatter_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0044ae80","~Instance_callback<__int64\,Mysql::Tools::Base::Mysql_query_runner::Row_const_&\,Mysql::Tools::Base::Mysql_query_runner::Store_result_helper>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<__int64\,class_Mysql::Tools::Base::Mysql_query_runner::Row_const&>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0042ea70","~Instance_callback<__int64\,Mysql::Tools::Base::Mysql_query_runner::Row_const_&\,Mysql::Tools::Dump::Mysql_object_reader::Rows_fetching_context>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<__int64\,class_Mysql::Tools::Base::Mysql_query_runner::Row_const&>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0042ea60","~I_callable<__int64\,Mysql::Tools::Base::Mysql_query_runner::Row_const_&>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<__int64\,class_Mysql::Tools::Base::Mysql_query_runner::Row_const&>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0042e670","I_callable<__int64\,Mysql::Tools::Base::Mysql_query_runner::Row_const_&>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<__int64\,class_Mysql::Tools::Base::Mysql_query_runner::Row_const&>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0042e680","Instance_callback<__int64\,Mysql::Tools::Base::Mysql_query_runner::Row_const_&\,Mysql::Tools::Dump::Mysql_object_reader::Rows_fetching_context>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00431de0","~I_object_reader_wrapper","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_object_reader_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0043cb90","I_object_reader_wrapper","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_object_reader_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00431bd0","~I_callable<void\,Mysql::Tools::Dump::Abstract_dump_task_const_*>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,class_Mysql::Tools::Dump::Abstract_dump_task_const*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00431be0","~Instance_callback<void\,Mysql::Tools::Dump::Abstract_dump_task_const_*\,Mysql::Tools::Dump::Object_queue>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,class_Mysql::Tools::Dump::Abstract_dump_task_const*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00431260","I_callable<void\,Mysql::Tools::Dump::Abstract_dump_task_const_*>","MOV dword ptr [this->field_0x0]\,Mysql::I_callable<void\,class_Mysql::Tools::Dump::Abstract_dump_task_const*>::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00434b70","I_output_writer_wrapper","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_output_writer_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00434db0","~I_output_writer_wrapper","MOV dword ptr [this->field_0x0]\,Mysql::Tools::Dump::I_output_writer_wrapper::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0043e190","~system_error","PUSH ESI"
"Analysis","RECOVERED CLASS","INDETERMINATE","0043e970","~generic_error_category","MOV dword ptr [this->error_category.vftablePtr]\,boost::system::error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0043e960","~error_category","MOV dword ptr [this->field_0x0]\,boost::system::error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0043e900","error_category","MOV dword ptr [this->field_0x0]\,boost::system::error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0043e990","~system_error_category","MOV dword ptr [this->error_category.vftablePtr]\,boost::system::error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0043e930","generic_error_category","MOV dword ptr [this->error_category.vftablePtr]\,boost::system::`anonymous_namespace'::generic_error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0043e950","system_error_category","MOV dword ptr [this->error_category.vftablePtr]\,boost::system::`anonymous_namespace'::system_error_category::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0044a7d0","Instance_callback<__int64\,Mysql::Tools::Base::Mysql_query_runner::Row_const_&\,Mysql::Tools::Base::Mysql_query_runner::Store_result_helper>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0044e3f0","Instance_callback<void\,char_*\,Mysql::Tools::Base::Options::Password_option>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0044e3d0","Instance_callback<void\,char_*\,Mysql::Tools::Base::Options::Abstract_string_option<Mysql::Tools::Base::Options::Password_option>_>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0044edd0","Instance_callback<void\,char_*\,Mysql::Tools::Base::Options::Abstract_string_option<Mysql::Tools::Base::Options::String_option>_>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0044f4d0","Instance_callback<void\,char_*\,Mysql::Tools::Base::Options::Help_options>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00452810","Instance_callback<void\,char_*\,Mysql::Tools::Base::Options::Mysql_connection_options::Ssl_options>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00493f20","sendData","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00491230","Message","MOV dword ptr [this->field_0x0]\,yaSSL::Message::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00491290","~ChangeCipherSpec","MOV dword ptr [this->field_0x0]\,yaSSL::Message::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004912b0","~HandShakeHeader","MOV dword ptr [this->field_0x0]\,yaSSL::Message::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00474f10","~Message","MOV dword ptr [this->field_0x0]\,yaSSL::Message::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00474da0","~Alert","MOV dword ptr [this->field_0x0]\,yaSSL::Message::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00474e60","~Data","MOV dword ptr [this->field_0x0]\,yaSSL::Message::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00475030","~SSL","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","004951d0","HandShakeBase","MOV dword ptr [this->field_0x0]\,yaSSL::HandShakeBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004912d0","~ServerHelloDone","MOV dword ptr [this->field_0x0]\,yaSSL::HandShakeBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004955f0","~HelloRequest","MOV dword ptr [this->field_0x0]\,yaSSL::HandShakeBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00474e70","~Finished","MOV dword ptr [this->field_0x0]\,yaSSL::HandShakeBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004912c0","~ServerHello","MOV dword ptr [this->field_0x0]\,yaSSL::HandShakeBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00491280","~Certificate","MOV dword ptr [this->field_0x0]\,yaSSL::HandShakeBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004912a0","~ClientHello","MOV dword ptr [this->field_0x0]\,yaSSL::HandShakeBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00474ea0","~HandShakeBase","MOV dword ptr [this->field_0x0]\,yaSSL::HandShakeBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004751f0","~sslHashes","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","004bc290","~SHA224","MOV dword ptr [this->field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049ffd0","~SHA512","MOV dword ptr [this->field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049d0d0","~HMAC_SHAImpl","MOV dword ptr [ECX + this->mac_.mac_.field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049d190","~RMDImpl","MOV dword ptr [this->rmd_.field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00474e90","~HASHwithTransform","MOV dword ptr [this->field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049b350","ysDelete<yaSSL::RMD::RMDImpl>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","004a4380","HASH","MOV dword ptr [this->field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049ffc0","~SHA384","MOV dword ptr [this->field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049cd80","~HMAC<TaoCrypt::SHA>","MOV dword ptr [ECX + this->mac_.field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00474e80","~HASH","MOV dword ptr [this->field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00474f00","~MD5","MOV dword ptr [this->field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049b2c0","ysDelete<yaSSL::HMAC_SHA::HMAC_SHAImpl>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049b280","ysDelete<yaSSL::HMAC_MD5::HMAC_MD5Impl>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049d070","~HMAC_MD5Impl","MOV dword ptr [ECX + this->mac_.mac_.field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049d130","~MD5Impl","MOV dword ptr [this->md5_.field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049cd70","~HMAC<TaoCrypt::RIPEMD160>","MOV dword ptr [ECX + this->mac_.field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0048a1b0","~SHA","MOV dword ptr [this->field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00474ef0","~MD4","MOV dword ptr [this->field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049b3f0","ysDelete<yaSSL::SHA::SHAImpl>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049ffa0","~HASH64withTransform","MOV dword ptr [this->field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049d0a0","~HMAC_RMDImpl","MOV dword ptr [ECX + this->mac_.mac_.field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049d160","~RIPEMD160","MOV dword ptr [this->field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049d260","~SHAImpl","MOV dword ptr [this->sha_.field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049cd60","~HMAC<TaoCrypt::MD5>","MOV dword ptr [ECX + this->mac_.field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0048a3e0","~SHA256","MOV dword ptr [this->field_0x0]\,TaoCrypt::HASH::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049b2a0","ysDelete<yaSSL::HMAC_RMD::HMAC_RMDImpl>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049b320","ysDelete<yaSSL::MD5::MD5Impl>","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049cd50","~BlockCipher<0\,TaoCrypt::DES_EDE3\,1>","MOV dword ptr [this->cipher_.field_0x0]\,TaoCrypt::Mode_BASE::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049ce10","~DES","MOV dword ptr [this->field_0x0]\,TaoCrypt::Mode_BASE::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00488450","~BlockCipher<1\,TaoCrypt::AES\,0>","MOV dword ptr [this->cipher_.field_0x0]\,TaoCrypt::Mode_BASE::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004884d0","~Mode_BASE","MOV dword ptr [this->field_0x0]\,TaoCrypt::Mode_BASE::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049cd40","~BlockCipher<0\,TaoCrypt::DES\,1>","MOV dword ptr [this->cipher_.field_0x0]\,TaoCrypt::Mode_BASE::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00488440","~BlockCipher<1\,TaoCrypt::AES\,1>","MOV dword ptr [this->cipher_.field_0x0]\,TaoCrypt::Mode_BASE::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004884c0","~AES","MOV dword ptr [this->field_0x0]\,TaoCrypt::Mode_BASE::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049cd30","~BlockCipher<1\,TaoCrypt::DES_EDE3\,1>","MOV dword ptr [this->cipher_.field_0x0]\,TaoCrypt::Mode_BASE::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00488470","~BlockCipher<0\,TaoCrypt::AES\,0>","MOV dword ptr [this->cipher_.field_0x0]\,TaoCrypt::Mode_BASE::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049cd20","~BlockCipher<1\,TaoCrypt::DES\,1>","MOV dword ptr [this->cipher_.field_0x0]\,TaoCrypt::Mode_BASE::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049ce60","~DES_EDE3","MOV dword ptr [this->field_0x0]\,TaoCrypt::Mode_BASE::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00488460","~BlockCipher<0\,TaoCrypt::AES\,1>","MOV dword ptr [this->cipher_.field_0x0]\,TaoCrypt::Mode_BASE::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00493c60","sendClientHello","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00494310","sendServerHello","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00491220","HandShakeHeader","MOV dword ptr [this->field_0x0]\,yaSSL::HandShakeHeader::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00493770","sendCertificate","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00492c00","cipherFinished","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00494490","sendServerHelloDone","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00494e40","Alert","MOV dword ptr [this->field_0x0]\,yaSSL::Alert::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004951e0","HelloRequest","MOV dword ptr [this->field_0x0]\,yaSSL::HelloRequest::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00495370","ServerKeyBase","MOV dword ptr [this->field_0x0]\,yaSSL::ServerKeyBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004955e0","~Fortezza_Server","MOV dword ptr [this->field_0x0]\,yaSSL::ServerKeyBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00495600","~RSA_Server","MOV dword ptr [this->field_0x0]\,yaSSL::ServerKeyBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00495630","~ServerKeyBase","MOV dword ptr [this->field_0x0]\,yaSSL::ServerKeyBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004951c0","Fortezza_Server","MOV dword ptr [this->field_0x0]\,yaSSL::Fortezza_Server::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004952a0","RSA_Server","MOV dword ptr [this->field_0x0]\,yaSSL::RSA_Server::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00495380","ServerKeyExchange","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00495350","ServerHelloDone","PUSH ESI"
"Analysis","RECOVERED CLASS","INDETERMINATE","004954f0","~ClientKeyBase","MOV dword ptr [this->field_0x0]\,yaSSL::ClientKeyBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004955d0","~FortezzaKeys","MOV dword ptr [this->field_0x0]\,yaSSL::ClientKeyBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00494fc0","ClientKeyBase","MOV dword ptr [this->field_0x0]\,yaSSL::ClientKeyBase::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004951b0","FortezzaKeys","MOV dword ptr [this->field_0x0]\,yaSSL::FortezzaKeys::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","00494fd0","ClientKeyExchange","PUSH EBP"
"Analysis","RECOVERED CLASS","INDETERMINATE","00495190","Finished","PUSH ESI"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049d040","~Digest","MOV dword ptr [this->field_0x0]\,yaSSL::Digest::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049c0c0","Digest","MOV dword ptr [this->field_0x0]\,yaSSL::Digest::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049b860","BulkCipher","MOV dword ptr [this->field_0x0]\,yaSSL::BulkCipher::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049ce00","~BulkCipher","MOV dword ptr [this->field_0x0]\,yaSSL::BulkCipher::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049b7d0","Auth","MOV dword ptr [this->field_0x0]\,yaSSL::Auth::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049cdd0","~Auth","MOV dword ptr [this->field_0x0]\,yaSSL::Auth::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004c3690","~DH_Decoder","MOV dword ptr [this->field_0x0]\,TaoCrypt::BER_Decoder::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004ae670","~DSA_Private_Decoder","MOV dword ptr [this->field_0x0]\,TaoCrypt::BER_Decoder::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004add70","~RSA_Private_Decoder","MOV dword ptr [this->field_0x0]\,TaoCrypt::BER_Decoder::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049ff50","~BER_Decoder","MOV dword ptr [this->field_0x0]\,TaoCrypt::BER_Decoder::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004ae680","~DSA_Public_Decoder","MOV dword ptr [this->field_0x0]\,TaoCrypt::BER_Decoder::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004add80","~RSA_Public_Decoder","MOV dword ptr [this->field_0x0]\,TaoCrypt::BER_Decoder::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049ffe0","~Signature_Encoder","MOV dword ptr [this->field_0x0]\,TaoCrypt::DER_Encoder::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","0049ff90","~DER_Encoder","MOV dword ptr [this->field_0x0]\,TaoCrypt::DER_Encoder::`vftable'"
"Analysis","RECOVERED CLASS","INDETERMINATE","004a68d0","MultiplicativeGroupT","MOV dword ptr [this->field_0x0]\,TaoCrypt::AbstractRing::MultiplicativeGroupT::`vftable'"
